tag_as_of_date,pool_as_of_date,universe_name,ts_code,name,industry,market,exchange,match_reason
20250101,20250101,zz1000,688206.SH,概伦电子,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688208.SH,道通科技,IT设备,科创板,SSE,PCB/服务器/高速连接;存储/HBM/先进封装
20250101,20250101,zz1000,688209.SH,英集芯,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688261.SH,东微半导,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688262.SH,国芯科技,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688268.SH,华特气体,化工原料,科创板,SSE,半导体设备/材料
20250101,20250101,zz1000,688270.SH,臻镭科技,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688279.SH,峰岹科技,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688321.SH,微芯生物,化学制药,科创板,SSE,芯片设计/功率半导体
20250101,20250101,zz1000,688322.SH,奥比中光-UW,元器件,科创板,SSE,CPO/光模块;PCB/服务器/高速连接;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688332.SH,中科蓝讯,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688333.SH,铂力特,机械基件,科创板,SSE,机器人本体/工业自动化
20250101,20250101,zz1000,688337.SH,普源精电,电器仪表,科创板,SSE,机器人本体/工业自动化
20250101,20250101,zz1000,688347.SH,华虹公司,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688351.SH,微电生理,医疗保健,科创板,SSE,芯片设计/功率半导体
20250101,20250101,zz1000,688352.SH,颀中科技,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688362.SH,甬矽电子,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688372.SH,伟测科技,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688380.SH,中微半导,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688383.SH,新益昌,专用机械,科创板,SSE,半导体设备/材料;机器人本体/工业自动化
20250101,20250101,zz1000,688392.SH,骄成超声,专用机械,科创板,SSE,半导体设备/材料;机器人本体/工业自动化
20250101,20250101,zz1000,688400.SH,凌云光,专用机械,科创板,SSE,半导体设备/材料;机器人本体/工业自动化
20250101,20250101,zz1000,688403.SH,汇成股份,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688409.SH,富创精密,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688432.SH,有研硅,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688433.SH,华曙高科,专用机械,科创板,SSE,半导体设备/材料;机器人本体/工业自动化
20250101,20250101,zz1000,688439.SH,振华风光,元器件,科创板,SSE,CPO/光模块;PCB/服务器/高速连接;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688484.SH,南芯科技,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688498.SH,源杰科技,半导体,科创板,SSE,CPO/光模块;半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688502.SH,茂莱光学,元器件,科创板,SSE,CPO/光模块;PCB/服务器/高速连接;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688515.SH,裕太微-U,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688522.SH,纳睿雷达,通信设备,科创板,SSE,CPO/光模块;PCB/服务器/高速连接
20250101,20250101,zz1000,688531.SH,日联科技,专用机械,科创板,SSE,半导体设备/材料;机器人本体/工业自动化
20250101,20250101,zz1000,688548.SH,广钢气体,化工原料,科创板,SSE,半导体设备/材料
20250101,20250101,zz1000,688549.SH,中巨芯-U,元器件,科创板,SSE,CPO/光模块;PCB/服务器/高速连接;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688556.SH,高测股份,专用机械,科创板,SSE,半导体设备/材料;机器人本体/工业自动化
20250101,20250101,zz1000,688559.SH,海目星,专用机械,科创板,SSE,半导体设备/材料;机器人本体/工业自动化
20250101,20250101,zz1000,688582.SH,芯动联科,元器件,科创板,SSE,CPO/光模块;PCB/服务器/高速连接;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688596.SH,正帆科技,专用机械,科创板,SSE,半导体设备/材料;机器人本体/工业自动化
20250101,20250101,zz1000,688608.SH,恒玄科技,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688629.SH,华丰科技,元器件,科创板,SSE,CPO/光模块;PCB/服务器/高速连接;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688630.SH,芯碁微装,专用机械,科创板,SSE,半导体设备/材料;机器人本体/工业自动化;芯片设计/功率半导体
20250101,20250101,zz1000,688686.SH,奥普特,电器仪表,科创板,SSE,机器人本体/工业自动化
20250101,20250101,zz1000,688690.SH,纳微科技,化工原料,科创板,SSE,半导体设备/材料;芯片设计/功率半导体
20250101,20250101,zz1000,688700.SH,东威科技,专用机械,科创板,SSE,半导体设备/材料;机器人本体/工业自动化
20250101,20250101,zz1000,688702.SH,盛科通信-U,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688766.SH,普冉股份,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688776.SH,国光电气,元器件,科创板,SSE,CPO/光模块;PCB/服务器/高速连接;存储/HBM/先进封装;芯片设计/功率半导体
20250101,20250101,zz1000,688789.SH,宏华数科,专用机械,科创板,SSE,半导体设备/材料;机器人本体/工业自动化
20250101,20250101,zz1000,688798.SH,艾为电子,半导体,科创板,SSE,半导体设备/材料;存储/HBM/先进封装;芯片设计/功率半导体
