as_of_date,ts_code,name,industry,market,exchange,theme,sub_theme,source,confidence,evidence,valid_from,valid_to
20250101,002724.SZ,海洋王,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002729.SZ,好利科技,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002745.SZ,木林森,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002765.SZ,蓝黛科技,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002782.SZ,可立克,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002792.SZ,通宇通讯,通信设备,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,002796.SZ,世嘉科技,通信设备,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,002808.SZ,*ST恒久,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002815.SZ,崇达技术,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002835.SZ,同为股份,IT设备,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,002841.SZ,视源股份,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002845.SZ,同兴达,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002855.SZ,捷荣技术,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002859.SZ,洁美科技,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002861.SZ,瀛通通讯,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002866.SZ,传艺科技,IT设备,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,002869.SZ,金溢科技,通信设备,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,002876.SZ,三利谱,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002881.SZ,美格智能,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002885.SZ,京泉华,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002888.SZ,惠威科技,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002897.SZ,意华股份,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002902.SZ,铭普光磁,通信设备,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,002912.SZ,中新赛克,IT设备,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,002913.SZ,奥士康,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002916.SZ,深南电路,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件;name:电路;name:深南,20250101,
20250101,002925.SZ,盈趣科技,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002929.SZ,润建股份,通信设备,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,002937.SZ,兴瑞科技,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002938.SZ,鹏鼎控股,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件;name:鹏鼎,20250101,
20250101,002947.SZ,恒铭达,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002952.SZ,亚世光电,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002955.SZ,鸿合科技,IT设备,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,002962.SZ,五方光电,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002970.SZ,锐明技术,IT设备,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,002977.SZ,天箭科技,通信设备,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,002981.SZ,朝阳科技,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002983.SZ,芯瑞达,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002992.SZ,宝明科技,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,002993.SZ,奥海科技,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,003004.SZ,*ST声迅,IT设备,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,003015.SZ,日久光电,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,003019.SZ,宸展光电,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,003021.SZ,兆威机电,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,003028.SZ,振邦智能,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,003031.SZ,中瓷电子,元器件,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,003040.SZ,楚天龙,通信设备,主板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300025.SZ,华星创业,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300032.SZ,金龙机电,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300042.SZ,朗科科技,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300045.SZ,华力创通,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300050.SZ,世纪鼎利,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300076.SZ,GQY视讯,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300079.SZ,数码视讯,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300088.SZ,长信科技,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300101.SZ,振芯科技,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300115.SZ,长盈精密,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300120.SZ,经纬辉开,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300128.SZ,锦富技术,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300130.SZ,新国都,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300131.SZ,英唐智控,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300134.SZ,大富科技,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300136.SZ,信维通信,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300155.SZ,安居宝,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300162.SZ,雷曼光电,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300177.SZ,中海达,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300183.SZ,东软载波,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300184.SZ,力源信息,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300205.SZ,*ST天喻,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300211.SZ,*ST亿通,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300213.SZ,佳讯飞鸿,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300219.SZ,鸿利智汇,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300232.SZ,洲明科技,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300249.SZ,依米康,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300252.SZ,金信诺,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300256.SZ,星星科技,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300269.SZ,联建光电,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300270.SZ,中威电子,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300279.SZ,和晶科技,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300296.SZ,利亚德,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300302.SZ,同有科技,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300308.SZ,中际旭创,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300310.SZ,宜通世纪,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300319.SZ,麦捷科技,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300322.SZ,硕贝德,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300331.SZ,苏大维格,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300333.SZ,兆日科技,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300353.SZ,东土科技,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300368.SZ,汇金股份,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300386.SZ,飞天诚信,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300389.SZ,艾比森,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300394.SZ,天孚通信,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300397.SZ,天和防务,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300408.SZ,三环集团,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300414.SZ,中光防雷,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300433.SZ,蓝思科技,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300449.SZ,汉邦高科,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300455.SZ,航天智装,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300460.SZ,ST惠伦,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300462.SZ,ST华铭,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300474.SZ,景嘉微,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300475.SZ,香农芯创,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300476.SZ,胜宏科技,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件;name:胜宏,20250101,
20250101,300493.SZ,润欣科技,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300502.SZ,新易盛,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300504.SZ,天邑股份,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300531.SZ,优博讯,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300543.SZ,朗科智能,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300546.SZ,雄帝科技,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300548.SZ,长芯博创,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300552.SZ,万集科技,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300555.SZ,ST路通,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300560.SZ,中富通,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300563.SZ,神宇股份,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300565.SZ,科信技术,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300566.SZ,激智科技,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300570.SZ,太辰光,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300578.SZ,会畅科技,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300582.SZ,英飞特,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300588.SZ,熙菱信息,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300590.SZ,移为通信,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300597.SZ,吉大通信,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300602.SZ,飞荣达,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300603.SZ,立昂技术,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300615.SZ,欣天科技,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300620.SZ,光库科技,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300627.SZ,华测导航,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300628.SZ,亿联网络,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300629.SZ,新劲刚,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300638.SZ,广和通,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300650.SZ,太龙股份,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300656.SZ,民德电子,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300657.SZ,弘信电子,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300659.SZ,中孚信息,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300679.SZ,电连技术,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300684.SZ,中石科技,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300686.SZ,智动力,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300689.SZ,澄天伟业,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300691.SZ,联合光电,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300698.SZ,万马科技,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300701.SZ,森霸传感,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300706.SZ,阿石创,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300709.SZ,精研科技,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300710.SZ,万隆光电,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300711.SZ,广哈通信,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300726.SZ,宏达电子,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300735.SZ,光弘科技,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300736.SZ,百邦科技,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300739.SZ,明阳电路,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件;name:电路,20250101,
20250101,300743.SZ,天地数码,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300752.SZ,隆利科技,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300762.SZ,上海瀚讯,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300771.SZ,智莱科技,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300787.SZ,海能实业,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300790.SZ,宇瞳光学,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300793.SZ,佳禾智能,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300814.SZ,中富电路,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件;name:电路,20250101,
20250101,300822.SZ,贝仕达克,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300843.SZ,胜蓝股份,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300852.SZ,四会富仕,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300857.SZ,协创数据,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300866.SZ,安克创新,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300868.SZ,杰美特,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300884.SZ,狄耐克,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300903.SZ,科翔股份,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300909.SZ,汇创达,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300913.SZ,兆龙互连,通信设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:通信设备,20250101,
20250101,300916.SZ,朗特智能,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300936.SZ,中英科技,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300939.SZ,秋田微,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300940.SZ,南极光,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300941.SZ,创识科技,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,300951.SZ,博硕科技,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300956.SZ,英力股份,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300964.SZ,本川智能,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300968.SZ,格林精密,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300975.SZ,商络电子,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300976.SZ,达瑞电子,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,300991.SZ,创益通,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,301041.SZ,金百泽,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,301042.SZ,安联锐视,IT设备,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:IT设备,20250101,
20250101,301045.SZ,天禄科技,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,301051.SZ,信濠光电,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,301067.SZ,显盈科技,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,301086.SZ,鸿富瀚,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
20250101,301099.SZ,雅创电子,元器件,创业板,SZSE,AI算力,PCB/服务器/高速连接,stock_basic_keyword,0.7,industry:元器件,20250101,
