trade_date,source_us_trade_date,us_risk_on,us_tech_strong,us_smallcap_strong,vix_stress,spy_return_20d,qqq_return_20d,iwm_return_20d,vix_return_20d,qqq_spy_relative_20d,iwm_spy_relative_20d
20230227,20230224,0,1,1,0,-0.020679431747992583,-0.005079430012954078,-0.005568519304200326,0.06986899563318794,0.01592941294277428,0.015429995992797263
20230228,20230227,0,1,1,0,-0.019596726483928184,-0.007830959292513318,-0.007437493406477591,0.04247787610619458,0.0120009464566746,0.012402277109748061
20230301,20230228,0,1,1,0,-0.010809056641453818,0.011334274985358439,0.006633144324382112,-0.003454231433506094,0.0223852955543955,0.017632794844052446
20230302,20230301,0,1,1,0,-0.028882109820901447,-0.01160817324010599,-0.015980781282640466,0.02915194346289751,0.0177876823766574,0.013285028181163172
20230303,20230302,0,1,1,0,-0.031621226874391506,-0.02429217067659184,-0.028896087202426868,0.021857923497267784,0.007568377582403807,0.0028141257817626553
20230306,20230303,0,0,0,0,-0.030207783482892547,-0.03862440651867072,-0.034388866478418656,-0.027653880463871627,-0.008678790046392937,-0.004311318367291039
20230307,20230306,0,0,0,0,-0.019109979386443543,-0.020118884316415286,-0.042083354484999336,-0.05388692579505294,-0.0010285607038194033,-0.02342094895020519
20230308,20230307,0,1,0,1,-0.02820681746089848,-0.023880891992489883,-0.03930153497476041,2.773275862068966,0.004451487771406137,-0.011416747630266011
20230309,20230308,0,1,0,1,-0.039186878296683436,-0.03891829095133603,-0.045914715206053835,2.830071174377224,0.0002795417124104027,-0.007002232543872333
20230310,20230309,0,1,0,1,-0.046487276269329025,-0.038472911259322506,-0.058686176836861725,3.0746140651801026,0.008405094982529393,-0.012793642144389938
20230313,20230310,0,1,0,1,-0.052027807118818825,-0.04352293821267572,-0.07239509292897384,3.3998337489609316,0.008971643862563328,-0.021485108912585815
20230314,20230313,0,1,0,1,-0.05558278600137245,-0.03006339673006342,-0.08932793862645161,3.481511914543961,0.02702130890145571,-0.03573119181320661
20230315,20230314,0,1,0,1,-0.051110626650194946,-0.023415435139573004,-0.08348909657320869,3.4191616766467066,0.029186955074490095,-0.03412249186510541
20230316,20230315,0,1,0,1,-0.0566110895696007,-0.025493072534637284,-0.09817671809256656,3.863716814159292,0.03298535385662582,-0.04405990791645242
20230317,20230316,0,1,0,1,-0.04316633653799706,-0.007408605629246279,-0.09503239740820746,3.5582655826558263,0.03737089556336515,-0.05420593239011828
20230320,20230317,0,1,0,1,-0.044797687861271585,0.006791955159907603,-0.11095534787123573,3.7910958904109595,0.054009127035788085,-0.06926036418592318
20230321,20230320,0,1,0,1,-0.03319746599224083,0.01597157657059367,-0.10190027442655214,3.5501285347043705,0.05085737866140083,-0.07106188287437809
20230322,20230321,0,1,0,1,-0.0004510260843417768,0.055470530218004965,-0.05751480552739685,2.85214626391097,0.05594678976386547,-0.057089528309465454
20230323,20230322,0,1,0,1,-0.016133888693732112,0.04033984706881899,-0.08672980738533576,3.1358428805237315,0.05739981803781369,-0.07175358301331702
20230324,20230323,0,1,0,1,-0.018694154644836036,0.04356175459874678,-0.10053888419273038,3.401187446988974,0.0634419019699719,-0.08340389485632005
20230327,20230324,0,1,0,1,-0.0015893839245169072,0.06523899263320176,-0.08383552877179878,3.060408163265306,0.06693476159178413,-0.08237707364388036
20230328,20230327,0,1,0,1,-0.003117692907248615,0.05041845274545831,-0.07689854918424832,3.072156196943973,0.053703576913544104,-0.07401160172274468
20230329,20230328,0,1,0,1,-0.001665573108564966,0.04619157923422801,-0.07827611860984174,3.041594454072791,0.047936994912424646,-0.0767383588481696
20230330,20230329,0,1,0,1,0.016745199371738462,0.07390109890109908,-0.06899479885362492,2.872103004291845,0.05621457525905038,-0.08432791055059141
20230331,20230330,0,1,0,1,0.014806063195998087,0.07516773951840872,-0.07248371896013128,3.020499108734403,0.05948099692300768,-0.08601622055865688
20230403,20230331,0,1,0,1,0.012865236646131706,0.07090896956753867,-0.06840731070496076,3.120183486238532,0.05730647160288105,-0.08024023770448252
20230404,20230403,0,1,0,1,0.016020965708210655,0.06709552696486898,-0.05416004239533656,3.0999066293183937,0.05026920012527203,-0.06907436999061123
20230406,20230405,1,1,0,0,0.021758748621277357,0.06077496474380517,-0.06950696677384782,0.028106852497096435,0.03818535067614981,-0.08932217660800623
20230407,20230406,1,1,0,0,0.0450250280927571,0.08675596255039975,-0.04145306212446953,-0.08482424752683648,0.039932952164604574,-0.08275217137627333
20230410,20230406,1,1,0,0,0.0450250280927571,0.08675596255039975,-0.04145306212446953,-0.08482424752683648,0.039932952164604574,-0.08275217137627333
20230411,20230410,1,1,0,0,0.061413282889792864,0.10161150580488654,-0.0024406856623907514,-0.1864726997921783,0.03787235713279413,-0.06015938332553705
20230412,20230411,1,1,0,0,0.06321361843471052,0.08648388317451583,0.022099128728867212,-0.2181884855152182,0.02188672561781546,-0.03867001794650926
20230413,20230412,1,1,0,0,0.04166134837770907,0.052695295423210275,-0.0038522547020167774,-0.16957026713124268,0.010592643245029176,-0.04369328203509626
20230414,20230413,1,1,0,0,0.062140361693382884,0.06770815910079286,0.026265768100915743,-0.24781659388646282,0.0052420542596962605,-0.033775755904117855
20230417,20230414,1,0,0,0,0.041276413117568245,0.038329911019849394,0.0030117058756677917,-0.19520412207689264,-0.002829702143062107,-0.03674788630555492
20230418,20230417,1,0,0,0,0.061411831072591516,0.044144616190725516,0.0440927407580447,-0.2941386704789135,-0.016268157539205963,-0.01631703153058439
20230419,20230418,1,0,0,0,0.051988621933255263,0.042128313233323444,0.026347650619775287,-0.26101694915254237,-0.0093730183904569,-0.02437381049460341
20230420,20230419,1,0,0,0,0.03817903787821808,0.026970419539859458,0.009057458250778305,-0.19335534461411463,-0.010796421358368113,-0.028050633431163208
20230421,20230420,1,0,0,0,0.05041952513325332,0.03318959885012407,0.03315078070379873,-0.2095370003957261,-0.016402899861313602,-0.016439854759234374
20230424,20230421,1,0,0,0,0.04840145484141711,0.02214689265536718,0.04293685756240828,-0.24455579109655035,-0.025042470195752675,-0.005212313712246286
20230425,20230424,1,0,0,0,0.042653190145293784,0.01627585319566416,0.032888992374410675,-0.2161238439887414,-0.025298284414162597,-0.009364760845859355
20230426,20230425,1,0,0,0,0.024187243057832486,0.003983676642052236,-0.0036845135290730635,-0.11840733791953306,-0.019726438258945822,-0.027213536173025354
20230427,20230426,1,0,0,0,0.022143579373104183,0.01546626725709821,-0.011876621504756435,-0.11620926243567753,-0.0065326557352159975,-0.033283191876747664
20230428,20230427,1,0,0,0,0.027556995141397866,0.02439882322844711,-0.009919051419450375,-0.12591443138993574,-0.0030734761457354987,-0.03647101497828964
20230504,20230503,0,0,0,0,-0.001590525362762163,-0.005578713135048652,-0.017222697462218273,-0.10230579807477058,-0.003994541191363887,-0.015657075074468785
20230505,20230504,0,1,0,0,-0.006059862610402367,0.0007913395796403933,-0.018602776017969225,-0.049706281066425606,0.006892972657323471,-0.012619385147790263
20230508,20230505,1,1,0,0,0.008406852562379274,0.0152177330608394,0.0032204267065385483,-0.10878564857405693,0.006754099777439571,-0.005143187834019458
20230509,20230508,1,1,0,0,0.0076414150045165385,0.018309371755749204,-0.009672830725462211,-0.11495587552252673,0.010587056657635374,-0.01718294372596929
20230510,20230509,1,1,0,0,0.002953236356536104,0.018395972516860315,-0.020379360957434756,-0.08466228893058159,0.015397264399308996,-0.023263893537780356
20230511,20230510,1,1,0,0,0.011763264305844956,0.03865320725785826,-0.008132393084622436,-0.11794871794871786,0.026577307064476363,-0.019664340555117454
20230512,20230511,0,1,0,0,-0.003240863907901459,0.02202587962527791,-0.028624347533254713,-0.09361393323657485,0.025348895854860443,-0.025466015515916873
20230515,20230512,0,1,0,0,-0.0021092954468312497,0.02027811783909339,-0.02147187128208028,-0.07633587786259544,0.022434734769825493,-0.019403503556954416
20230516,20230515,0,1,0,0,-0.0022467024206407338,0.024934136243884186,-0.022094193981429644,-0.07594936708860756,0.027242043429441143,-0.01989218337733467
20230517,20230516,0,1,0,0,-0.009560367929311142,0.02603023270400806,-0.03224356813841145,-0.041539245667686076,0.035934144273801705,-0.022902153220259458
20230518,20230517,1,1,0,0,0.00263196020669354,0.03893821969815825,-0.011949509116409462,-0.06983883346124342,0.036210953702273896,-0.014543192219901968
20230519,20230518,1,1,0,0,0.017845003399048265,0.06636524598457072,-0.0007894885242204497,-0.12640801001251578,0.0476695787899839,-0.018307789359912063
20230522,20230519,1,1,0,0,0.015574963609898074,0.06285335270522086,-0.008166253660734313,-0.08750000000000002,0.04655332278699542,-0.023377119485344044
20230523,20230522,1,1,0,0,0.014928628553425582,0.06865010286437734,0.004621280432822283,-0.08155937419851245,0.05293128285042137,-0.01015573689678495
20230524,20230523,1,1,1,0,0.01972517730496448,0.07538952869447413,0.02519357448283821,-0.1371482620004728,0.05458760127569362,0.005362618575650124
20230525,20230524,1,1,1,0,0.016643584924324717,0.06342386250681376,0.02421378143415609,-0.07908782144589999,0.046014432467963884,0.007446263982863632
20230526,20230525,1,1,0,0,0.005431488082248137,0.0604651162790697,0.0028212805158911447,-0.059852903880294184,0.054736328481010954,-0.0025961068429789513
20230529,20230526,1,1,0,0,0.009833385425431995,0.08010912698412698,0.005422374429223886,-0.05837295298468037,0.06959142228110071,-0.004368058196402291
20230530,20230526,1,1,0,0,0.009833385425431995,0.08010912698412698,0.005422374429223886,-0.05837295298468037,0.06959142228110071,-0.004368058196402291
20230531,20230530,1,1,0,0,0.011239200019253381,0.08625345293150022,0.0011409013120364797,-0.06740064446831373,0.07418052317475277,-0.009986063343890073
20230601,20230531,1,1,0,0,0.01706260344659727,0.08957981088358702,0.01205591147350038,-0.11391103111339673,0.0713006330104411,-0.00492269793042277
20230602,20230601,1,1,0,0,0.03382187147688831,0.10942670742853533,0.01926536296640169,-0.1897755610972568,0.07313139529892121,-0.01408028685801721
20230605,20230602,1,1,1,0,0.0562535482437736,0.12170667678780389,0.0681924882629108,-0.25867807893485506,0.06196725081099963,0.011303100509331365
20230606,20230605,1,1,0,0,0.0350677362285825,0.09913592864443,0.02940670679277746,-0.21006451612903232,0.061897584257904814,-0.005469235720197307
20230607,20230606,1,1,1,0,0.037045113146290554,0.09623405109827288,0.05894857799482911,-0.24481763316714766,0.05707460283228105,0.02112103376302077
20230608,20230607,1,1,1,0,0.038011340130922555,0.08450441487377192,0.07900651184233287,-0.2592877273891878,0.04479052679423079,0.03949395360771257
20230609,20230608,1,1,1,0,0.03943320818699281,0.08614750568985663,0.06954876440571067,-0.25449260042283306,0.04494208683629042,0.028973055682188997
20230612,20230609,1,1,1,0,0.04311746293645213,0.08675659104843647,0.06910498642167906,-0.24312783560181472,0.04183529627539473,0.02491332415437686
20230613,20230612,1,1,1,0,0.053961466507932654,0.10909762175799176,0.07572950440018533,-0.2404692082111437,0.05231325527748232,0.020653542452909734
20230614,20230613,1,1,1,0,0.057262536016077226,0.11160072217632111,0.07492993193387854,-0.22136986301369854,0.05139516847442471,0.01671050975131938
20230615,20230614,1,1,1,0,0.06564290067032297,0.11841300892529638,0.07911539354539121,-0.26695027918106884,0.049519504349702315,0.01264259618920538
20230616,20230615,1,1,0,0,0.06591527587120383,0.11820488040589505,0.06427435839200535,-0.22167216721672167,0.04905606075675517,-0.0015394445659457912
20230619,20230616,1,1,1,0,0.048255134413090595,0.0909063954695053,0.04938201930131503,-0.2177650429799426,0.04068786276949132,0.001075010129910181
20230620,20230616,1,1,1,0,0.048255134413090595,0.0909063954695053,0.04938201930131503,-0.2177650429799426,0.04068786276949132,0.001075010129910181
20230621,20230620,1,1,1,0,0.04433615211886677,0.09030935187661582,0.05121798875702677,-0.23539278725188706,0.04402145771212984,0.0065896757707730735
20230626,20230623,1,1,0,0,0.053808168527573086,0.09314035881200078,0.028654437734989102,-0.3024236037934668,0.03732386164683499,-0.02386936403020079
20230627,20230626,1,1,0,0,0.040491981188954584,0.0528670669963498,0.03777918125968882,-0.2870245481521446,0.01189349464592171,-0.0026072280981597196
20230628,20230627,1,1,1,0,0.03845054997381081,0.044288174512055134,0.04093102469486243,-0.2771388499298738,0.005621475705695822,0.002388630562248917
20230629,20230628,1,1,1,0,0.038578704364796046,0.04160237727870175,0.049914529914529826,-0.28505614742297725,0.002911356550252986,0.010914748686924991
20230630,20230629,1,0,1,0,0.048486298911092574,0.04546107646771458,0.07256718651090521,-0.26378409750435283,-0.002885323772489623,0.02296728877127152
20230703,20230630,1,0,1,0,0.05087478071215212,0.04945882219255138,0.06615428408767432,-0.23053247152970147,-0.0013474093636931528,0.014539794517828053
20230704,20230703,1,1,0,0,0.037086371284352326,0.04409981672071073,0.030930666959674724,-0.20654265554842854,0.00676264352762912,-0.005935575372622126
20230705,20230703,1,1,0,0,0.037086371284352326,0.04409981672071073,0.030930666959674724,-0.20654265554842854,0.00676264352762912,-0.005935575372622126
20230706,20230705,1,1,0,0,0.037532193865605246,0.04333615102845867,0.034525002784274283,-0.18098660568441682,0.005594001995474773,-0.0028984074895321843
20230707,20230706,1,1,0,0,0.02717099268742862,0.03556532521699918,-0.008301231620639116,-0.07887421820708829,0.008172283475031072,-0.03453390385885047
20230710,20230707,1,1,0,0,0.028132692533114456,0.049939797029986854,-0.013512070070497817,-0.10653753026634394,0.021210398867041125,-0.040505241109499046
20230711,20230710,1,1,0,0,0.02453801878218731,0.03740620133087935,0.007129838104428021,-0.09039347749025173,0.012559985391257467,-0.01699124908849292
20230712,20230711,1,1,0,0,0.029216096766689903,0.03856135401974625,0.025779603307571897,-0.10190409026798308,0.009079975801403073,-0.003338942589329874
20230713,20230712,1,1,1,0,0.028169663439372883,0.03420344531054953,0.03266953713670606,-0.15514215514215512,0.005868469072499938,0.0043765867223513055
20230714,20230713,1,1,0,0,0.029542435762377917,0.043742773770852894,0.02921300484222833,-0.14813511611541175,0.01379286323245088,-0.00031997799090777157
20230717,20230714,1,1,1,0,0.0276773868886957,0.03599344083082823,0.03022968102845458,-0.1323902792890823,0.008092086143210109,0.0024835558048874606
20230718,20230717,1,1,1,0,0.018617261635788473,0.03335493977205206,0.03275714895433213,-0.15653710247349817,0.014468317680574883,0.013881452682076745
20230719,20230718,1,1,1,0,0.033518408956446644,0.048405946783355525,0.05394213187049579,-0.13992673992673998,0.014404714708411426,0.01976135377663124
20230720,20230719,1,1,1,0,0.04121871997804094,0.05110384300899429,0.06303678496191867,-0.1261425959780622,0.009493800717645273,0.02095435336039464
20230721,20230720,1,1,1,0,0.03963765117027629,0.04106106659298159,0.05619924201407711,-0.10451661067562523,0.0013691457029310072,0.01593015684374066
20230724,20230721,1,0,1,0,0.035898375753132816,0.025834994674604594,0.060710194730813294,-0.09369024856596553,-0.009714641237092203,0.023951981737244665
20230725,20230724,1,0,1,0,0.04845225179474166,0.03776135047167206,0.07958132580162824,-0.12009063444108758,-0.010196841396228451,0.02969050231290926
20230726,20230725,1,1,1,0,0.05562766549230491,0.058991277119212704,0.07839557399723374,-0.11880438895194856,0.0031863617607437167,0.02156812411155462
20230727,20230726,1,0,1,0,0.044340509434394715,0.03762746337575251,0.07144415357766132,-0.12029491656965452,-0.006428024191341697,0.025952880213318208
20230728,20230727,1,0,1,0,0.03689360434473765,0.033137652932462736,0.05242591989579948,-0.04148207813129268,-0.0036223112926310197,0.01497966183413535
20230731,20230728,1,1,1,0,0.04293442286183846,0.054066683158791706,0.05392209464534825,-0.09735908553409545,0.010673979161993863,0.010535342915769741
20230801,20230731,1,1,1,0,0.032733261144197945,0.038601050295057115,0.061088268275751645,-0.09599999999999997,0.005681805139458707,0.027456273752757943
20230802,20230801,1,1,1,0,0.02859460555668214,0.03375732533959863,0.054090061284305824,-0.07235246564268383,0.005019197801569675,0.02478669010112644
20230803,20230802,1,0,1,0,0.01579671879583877,0.011099708328832225,0.05022069114005823,-0.001994415636218605,-0.004623966961199044,0.03388864298068106
20230804,20230803,1,0,1,0,0.020879770731929037,0.017226364774397318,0.06444906444906451,-0.059222934741607,-0.0035786838590330383,0.042678183040004924
20230807,20230804,1,0,1,0,0.018834796488427674,0.01583660987330715,0.051215418764549714,0.0,-0.002942760323316751,0.031782014501003264
20230808,20230807,1,0,1,0,0.02513305736250726,0.02410197619827481,0.03422579443232032,-0.04598597038191732,-0.0010058022778869358,0.008869811586416754
20230809,20230808,1,0,1,0,0.014215974325362701,0.010402803052937504,0.017281348788198203,-0.021986650961915877,-0.0037597231447293877,0.0030224079884704214
20230810,20230809,0,0,0,0,-0.0006053540199990604,-0.013169894318974196,-0.001563558659509079,0.025758205234732046,-0.012572150901063117,-0.0009587850438906864
20230811,20230810,0,0,0,0,-0.008119049737521089,-0.027851773704338667,-0.013959259642229327,0.02437009500206533,-0.0198942463423617,-0.005888014991277668
20230814,20230811,0,0,1,0,-0.008079594017094016,-0.033845991505526696,-0.002819401660314247,-0.003762541806020203,-0.02597627524650059,0.005303038756993006
20230815,20230814,0,0,0,0,-0.006055363321799234,-0.03204307258043437,-0.015084202913524192,-0.018852115626309174,-0.02614603298780005,-0.009083845577053218
20230816,20230815,0,0,0,0,-0.024879455734384326,-0.050085549852232014,-0.03995509516762774,0.054940374787052715,-0.025849208352830888,-0.015460282856205487
20230817,20230816,0,0,0,0,-0.03418277680140602,-0.0599248022818617,-0.05569105691056919,0.053138075313807764,-0.026653102535491358,-0.022269513933425245
20230818,20230817,0,0,0,0,-0.03514087310363123,-0.04825353009873656,-0.0585913471396351,0.09962484368486879,-0.013590229526339592,-0.024304557403562188
20230821,20230818,0,0,0,0,-0.034676456278473156,-0.04658839815776161,-0.050447392780006206,0.08481012658227849,-0.012339843938090844,-0.016337461780671747
20230822,20230821,0,0,0,0,-0.032716864817261104,-0.0327725061797306,-0.054170514004309056,0.07424892703862662,-5.752334600450659e-05,-0.02217928588509399
20230823,20230822,0,0,0,0,-0.03796328824872652,-0.040656845662389696,-0.056895136466242446,0.07943323314727357,-0.002799848883895395,-0.01967892491654788
20230824,20230823,0,1,0,0,-0.027397861737393336,-0.02227696545878355,-0.05431131019036961,0.0719011910013232,0.005265150134007968,-0.02767159087379012
20230825,20230824,0,0,0,0,-0.03447590001988998,-0.04089002177260892,-0.05517739273927391,0.06302521008403361,-0.006643150339645687,-0.02144067944011996
20230828,20230825,0,0,0,0,-0.03709620940208347,-0.05074580160634201,-0.0632795397851652,0.05676855895196509,-0.0141754475759025,-0.02719205245502576
20230829,20230828,0,0,0,0,-0.032831647698726596,-0.04409924937447873,-0.06577424387298081,0.028761061946902533,-0.011650093439205533,-0.034060870680756694
20230830,20230829,0,0,0,0,-0.016035751840168255,-0.02095143551294454,-0.04838220424671391,-0.012200435729847414,-0.004995795001667469,-0.032873605384584614
20230831,20230830,1,1,0,0,0.001954990780441257,0.006597398434787349,-0.03162318692019894,-0.12110311750599523,0.004633349498793349,-0.03351266075783044
20230901,20230831,1,1,0,0,0.0033642277871848147,0.01123625565156905,-0.03058182565789469,-0.13793103448275867,0.007845633366604154,-0.03383223410300773
20230904,20230901,1,1,0,0,0.009802824466775606,0.014917750779485983,-0.01709841891126329,-0.17886178861788604,0.00506527233711318,-0.026640095201005187
20230905,20230901,1,1,0,0,0.009802824466775606,0.014917750779485983,-0.01709841891126329,-0.17886178861788604,0.00506527233711318,-0.026640095201005187
20230906,20230905,0,1,0,0,-0.003261520711765775,0.0076761107705429765,-0.038445702521873404,-0.127859477124183,0.010973421523887916,-0.035299311244843645
20230907,20230906,0,1,0,0,-0.005637883008356437,0.007365591397849425,-0.035995442303708436,-0.1272581292653554,0.013077202141958955,-0.030529682071151365
20230908,20230907,0,1,0,0,-0.002019068984856931,0.01127993259220994,-0.037792973847679545,-0.12069663831510735,0.013325907503602519,-0.03584628097696574
20230911,20230908,0,1,0,0,-0.000874615953892155,0.010825035947801043,-0.03565436241610742,-0.14193548387096777,0.011709893561420381,-0.03481019201150659
20230912,20230911,1,1,0,0,0.0062829574778413555,0.02929772826561816,-0.03471385936436455,-0.12798992866135117,0.02287107280984002,-0.040740843852668185
20230913,20230912,0,1,0,0,-0.004730981232286768,0.006588362359929878,-0.033987202349732404,-0.10631938514090533,0.011373149750236955,-0.029395289681245385
20230914,20230913,1,1,0,0,0.008173587120955617,0.021259756563506205,-0.027479536515360836,-0.1719822365765038,0.0129800756632803,-0.035364072310336114
20230915,20230914,1,1,0,0,0.02438358657083084,0.04062999944833656,-0.001560482135170016,-0.20897894318633303,0.01585969659265185,-0.02532651737700109
20230918,20230915,1,1,0,0,0.016227738430860228,0.03410675442021316,-0.00021780560849438135,-0.21607278241091732,0.01759351306131407,-0.016182931657374167
20230919,20230918,1,1,0,0,0.016334478808705644,0.03498729511629861,-0.01223937178445722,-0.20225593154414623,0.018353029141997546,-0.028114613042209857
20230920,20230919,1,1,0,0,0.0076705968042973804,0.016405605935696732,-0.014643670680117071,-0.18457850579304835,0.008668516436920237,-0.02214440666938322
20230921,20230920,1,1,0,0,0.0011183384685609088,0.003192250536628416,-0.021596039819398394,-0.15751789976133657,0.0020715953233261253,-0.02268900430163545
20230922,20230921,0,0,0,0,-0.026273615782226867,-0.030478719081032724,-0.04693471123311266,-0.06131687242798367,-0.004318567686942054,-0.02121858438444546
20230925,20230922,0,1,0,0,-0.014809219712055621,-0.00916339073141026,-0.03574937233926434,-0.09604743083003953,0.005730696118568357,-0.02125492142860763
20230926,20230925,0,1,0,0,-0.017592108552855867,-0.012114718971484972,-0.035543478260869565,-0.05371900826446285,0.005575473923873364,-0.018272827268895675
20230927,20230926,0,1,0,0,-0.03812449182401301,-0.03421856254771516,-0.06076276664511948,0.07698924731182788,0.004060743041170323,-0.023535555930762397
20230928,20230927,0,0,0,0,-0.05145159853949599,-0.052645622648557655,-0.06502682887956213,0.05734450816056458,-0.0012587909138039866,-0.014311584226133323
20231009,20231006,0,1,0,1,-0.035868198958520336,-0.02114982017284872,-0.059373640713353604,0.11090225563909772,0.015265940579672233,-0.02437990503937537
20231010,20231009,0,1,0,1,-0.0360352324673876,-0.02761492956999234,-0.05619440225645478,0.12175168431183825,0.008735073294170448,-0.020912766179895903
20231011,20231010,0,1,0,0,-0.02567322137267647,-0.011266396630811082,-0.0445759583016615,0.07644529383659826,0.01478644029692222,-0.019400818435490352
20231012,20231011,0,1,0,0,-0.022821437369823783,-0.007990165949600336,-0.03989725091545071,0.07849829351535842,0.015177647143939987,-0.017474609246099004
20231013,20231012,0,1,0,1,-0.03708144595434759,-0.019455562329366183,-0.0746429533818379,0.13510798593671525,0.018304646380451484,-0.03900797971923731
20231016,20231013,0,1,0,1,-0.02677222184631345,-0.014913297915374546,-0.0726539948804531,0.22437137330754364,0.012185147400371799,-0.047143920533363914
