trade_date,source_us_trade_date,us_risk_on,us_tech_strong,us_smallcap_strong,vix_stress,spy_return_20d,qqq_return_20d,iwm_return_20d,vix_return_20d,qqq_spy_relative_20d,iwm_spy_relative_20d
20231017,20231016,0,1,0,1,-0.017108851971237238,-0.003372362812280816,-0.051373430560885835,0.11701608971233535,0.013975595554508446,-0.034861010457127306
20231018,20231017,0,1,0,1,-0.015111472521515235,-0.004515099899964903,-0.037043152796125134,0.15384615384615397,0.01075895629394652,-0.022268185345563518
20231019,20231018,0,1,0,1,-0.01921849352544225,-0.0032095243320349187,-0.04731457800511518,0.1831916902738433,0.016322666249032336,-0.028646629544091806
20231020,20231019,0,1,0,1,-0.01149771668327959,0.005896160509696546,-0.04772124018749646,0.1530030688294608,0.01759619323752548,-0.03664485567264053
20231023,20231020,0,1,0,1,-0.021444170809906682,-0.009248135006007074,-0.057904567838342635,0.1569742020113687,0.012463300958509116,-0.037259393834087606
20231024,20231023,0,1,0,1,-0.02723087245216671,-0.010956313784377558,-0.0700439535670011,0.11572052401746724,0.016730134835605037,-0.044011554131819564
20231025,20231024,0,1,0,0,-0.005283178360101393,0.013890065215550251,-0.04525120440468,-0.025958466453674056,0.01927507724665034,-0.04018030576650655
20231026,20231025,0,1,0,0,-0.019950710010562145,-0.013237945020279529,-0.06971987044718453,0.08385481852315402,0.006849415696587036,-0.05078230344634882
20231027,20231026,0,0,0,1,-0.037267805469989645,-0.04008267925476927,-0.07568419867102161,0.1460428508963707,-0.002923838841967785,-0.03990350942796328
20231030,20231027,0,1,0,1,-0.03930008421446618,-0.03617383537555474,-0.08221115763268083,0.1612349914236706,0.0032541366846641218,-0.044666469428309985
20231031,20231030,0,0,0,0,-0.02742739463153221,-0.03338315894369703,-0.06296317573390009,0.07277397260273966,-0.00612372205354117,-0.03653792108292497
20231101,20231031,0,0,0,0,-0.008040987689461265,-0.011411022202186483,-0.03868178099801323,-0.08255086071987483,-0.003397352583021984,-0.030889172766505046
20231102,20231101,0,0,0,0,-0.004709650072999616,-0.00775538568450318,-0.03364092979792077,-0.0749588138385503,-0.0030601478369873814,-0.02906818068420247
20231103,20231102,1,0,0,0,0.014746760895170796,0.01324263291421568,-0.00863729209220887,-0.09398496240601506,-0.0014822693098605066,-0.02304422530676642
20231106,20231103,1,0,0,0,0.011989570237928904,0.008253358925143894,0.008612716763005901,-0.10406091370558379,-0.00369194646137172,-0.0033368461239469127
20231107,20231106,1,0,0,0,0.007865090564204591,0.00722937581841987,-0.009712643678160937,-0.12140712140712129,-0.0006307538099458165,-0.017440562637728974
20231108,20231107,1,1,0,0,0.005500069038523403,0.01115060093871234,-0.024265499801102486,-0.09542831779849104,0.005619623582514555,-0.029602751661756077
20231109,20231108,1,1,0,0,0.002131463146314738,0.004633371046818491,-0.03301645130073427,-0.09584086799276681,0.002496586518348387,-0.03507315730482874
20231110,20231109,1,0,0,0,0.0004150717151685246,0.0003784499770227434,-0.025975538730343528,-0.08097345132743372,-3.6606543804884595e-05,-0.026379660994377496
20231113,20231110,1,1,0,0,0.02111239860950187,0.035890275952693784,-0.006812709226522551,-0.21287519747235384,0.01447233170737694,-0.02734773162489379
20231114,20231113,1,1,0,0,0.009517475460966818,0.021114750548171246,-0.022251762801988373,-0.1396769969445657,0.011487938910526463,-0.03146972591876007
20231115,20231114,1,1,0,0,0.02915003898903734,0.0465236284627919,0.02006287510717364,-0.16942675159235676,0.016881493286266647,-0.008829775579457966
20231116,20231115,1,1,0,0,0.045256967527486536,0.06123235269835159,0.04330318062445304,-0.2358339984038308,0.015283691634846441,-0.001869192900627481
20231117,20231116,1,1,0,0,0.05581220833431044,0.07217268105675467,0.04305539081959431,-0.28326996197718624,0.01549562753044409,-0.012082468277992198
20231120,20231117,1,1,1,0,0.07027707210522571,0.08866328257191203,0.0711968276856525,-0.29856386999244144,0.017178925855639182,0.0008593621263113249
20231121,20231120,1,1,1,0,0.08038814631593971,0.09860263727612661,0.0866509119554022,-0.2790606653620352,0.016859210296130467,0.0057967737436015465
20231122,20231121,1,1,0,0,0.0699667162382267,0.08169743546905028,0.06337478224304682,-0.2595325953259533,0.010963630038947736,-0.006160877619030725
20231123,20231122,1,1,0,0,0.08973775595737021,0.11337557800993325,0.08801612509161982,-0.2994611239414935,0.021691294004763995,-0.0015798579578790717
20231124,20231122,1,1,0,0,0.08973775595737021,0.11337557800993325,0.08801612509161982,-0.2994611239414935,0.021691294004763995,-0.0015798579578790717
20231127,20231124,1,1,0,0,0.10362380317537268,0.1334167491124949,0.09254295113927147,-0.33536818008393743,0.026995563027366165,-0.01004042501096758
20231128,20231127,1,1,0,0,0.10665238141618771,0.12701630419043752,0.10184328956291222,-0.3522895125553914,0.0184013725684935,-0.00434562102249425
20231129,20231128,1,1,0,0,0.09466060299814738,0.11738258877434138,0.09153332107166934,-0.3092577813248204,0.020757105639831464,-0.002856850715109993
20231130,20231129,1,1,1,0,0.08706360593017703,0.11098127511613987,0.0878920495988329,-0.2511727078891258,0.022002088061348513,0.0007620930956906413
20231201,20231130,1,1,1,0,0.07982775753560767,0.08928171223666514,0.08582134654901474,-0.2301869991095281,0.008755058049844333,0.005550504672231948
20231204,20231201,1,1,1,0,0.06579069551490391,0.07291437376183141,0.0885382939895214,-0.20562471184877829,0.006683937359282188,0.021343401261002537
20231205,20231204,1,0,1,0,0.05061078009616038,0.050610535476326435,0.07106424436930481,-0.1841359773371104,-2.3283583094890759e-07,0.01946816524314765
20231206,20231205,1,1,1,0,0.04799283894512163,0.048969421196609186,0.07010620393476863,-0.162109375,0.0009318596608642871,0.021100683294654532
20231207,20231206,1,0,1,0,0.040807451994598676,0.03313657096860756,0.07198602213162508,-0.15407262021589796,-0.007370125003708039,0.029956136533492383
20231208,20231207,1,0,1,0,0.04798170383076039,0.04689762428272637,0.09136398422322944,-0.13749999999999996,-0.001034445109176274,0.041396028417185926
20231211,20231208,1,0,1,0,0.06075972708832755,0.05971843164806656,0.11695766563023202,-0.19354838709677413,-0.0009816506166943073,0.052978951884006475
20231212,20231211,1,0,1,0,0.048523637684119825,0.045270752398319125,0.10691266039855707,-0.17862518815855488,-0.0031023480719855057,0.05568689213664424
20231213,20231212,1,1,1,0,0.05431745382675679,0.05689138676069039,0.10539693799136973,-0.19330289193302896,0.002441326305081315,0.04844791668696624
20231214,20231213,1,0,1,0,0.04851469703385103,0.047777229906833085,0.08332399417236358,-0.1968302658486707,-0.0007033445779101033,0.033198673549340585
20231215,20231214,1,0,1,0,0.04965753424657526,0.04608163476998084,0.11153996755607753,-0.18433420365535247,-0.003406729680801357,0.05895487936826993
20231218,20231215,1,1,1,0,0.042422761699575595,0.05023966835082261,0.12030930179667965,-0.14376657824933692,0.007498787381140959,0.0747168451791258
20231219,20231218,1,1,1,0,0.04698418332261145,0.054502124132214114,0.10555835997532115,-0.1282327586206896,0.007180567700406426,0.055945617503813994
20231220,20231219,1,1,1,0,0.04530445119535065,0.04714132159492257,0.1204483354709196,-0.10857763300760037,0.001757258756022173,0.07188707958685003
20231221,20231220,1,1,1,0,0.033070796655415124,0.037609081782376874,0.10880126539374069,-0.03543743078626782,0.004393004953440416,0.0733061751271109
20231222,20231221,1,1,1,0,0.03885543492593735,0.04540327129159616,0.12064222758659415,-0.06263736263736264,0.006302933156551838,0.07872779013423337
20231225,20231222,1,1,1,0,0.04030309685921374,0.04844548278606453,0.12351530697596602,-0.046498277841561575,0.007826936160656883,0.07998842872618472
20231226,20231222,1,1,1,0,0.04030309685921374,0.04844548278606453,0.12351530697596602,-0.046498277841561575,0.007826936160656883,0.07998842872618472
20231227,20231226,1,1,1,0,0.046580707621897366,0.05578538941850608,0.1419459519946289,-0.07525655644241735,0.008795004273988383,0.09112077423004084
20231228,20231227,1,1,1,0,0.04743586925461063,0.05461441861657135,0.15041563693552007,-0.1034084344309647,0.00685345000364479,0.09831605991705561
20231229,20231228,1,1,1,0,0.04856910318734742,0.05512942202611537,0.1400156442060565,-0.11845102505694749,0.006256448734591302,0.0872107911064115
20240102,20231229,1,1,1,0,0.041432953549517926,0.05321091479566897,0.11716575754202396,-0.10237131289762869,0.011309380220789311,0.07271980758279795
20240103,20240102,1,1,1,0,0.02951426704421678,0.03244088834179615,0.07901141095668174,-0.09924550203134075,0.002842720486022632,0.04807815248114378
20240104,20240103,1,1,1,0,0.026494996606012844,0.031088217022157805,0.03911391727754299,-0.06828703703703698,0.004474664203266254,0.012293212059730552
20240105,20240104,1,0,1,0,0.023390275952693607,0.023212579720622628,0.051141602039156187,-0.06293706293706303,-0.00017363486467136813,0.027117050785564922
20240108,20240105,1,1,1,0,0.028938341102999532,0.030385664199454654,0.04992937085732918,-0.09802784222737804,0.0014066179076421825,0.020400668257563037
20240109,20240108,1,1,1,0,0.03572441786875591,0.037189765130753116,0.06116834780732505,-0.11942028985507247,0.00141480420536233,0.02456631271755283
20240110,20240109,1,1,1,0,0.029726205997392396,0.03462783996736096,0.0437366167023554,-0.1140298507462687,0.004760133267872835,0.01360595721791169
20240111,20240110,1,1,1,0,0.03153747916621574,0.0328175566343043,0.04214968748330583,-0.10323762981062923,0.00124094130745811,0.010287758352384602
20240112,20240111,1,1,1,0,0.02639517345399689,0.026789073669952534,0.035026737967914556,-0.08176100628930827,0.0003837705263463054,0.00840959187763013
20240115,20240112,1,1,0,0,0.013134962805525952,0.014415217714370598,-0.000517250297419003,-0.05537873965626994,0.0012636568234694057,-0.013475216633665466
20240116,20240112,1,1,0,0,0.013134962805525952,0.014415217714370598,-0.000517250297419003,-0.05537873965626994,0.0012636568234694057,-0.013475216633665466
20240117,20240116,1,1,0,0,0.00618630961208444,0.015196212102431828,-0.03960545518594938,-0.016645326504481472,0.008954507136775591,-0.04551022445901509
20240118,20240117,1,0,0,0,0.006306862974879257,0.004613410963635545,-0.0383678440925701,-0.01239157372986377,-0.0016828385789177114,-0.04439471567885389
20240119,20240118,1,1,0,0,0.00957687988643352,0.014518030853886366,-0.0330272436710467,-0.048825710754017204,0.004894279044909133,-0.04219997942333287
20240122,20240119,1,1,0,0,0.015984331564316445,0.029377260729299026,-0.04230328970288155,-0.08647990255785631,0.013182220186763516,-0.05737059072304029
20240123,20240122,1,1,0,0,0.03243924315551183,0.046268730773047606,0.001324638271856582,-0.1676234213547647,0.013394965087986987,-0.030136983933851447
20240124,20240123,1,1,0,0,0.02572456103236731,0.03852662039875421,-0.018284741007915106,-0.17467760844079716,0.01248099134284364,-0.042905574958630344
20240125,20240124,1,1,0,0,0.024786234561384957,0.04272981047064017,-0.03533849513599352,-0.13004214328717645,0.017509579367969375,-0.05867050870673762
20240126,20240125,1,1,0,0,0.02602754125932938,0.037650895638629445,-0.039833414992650695,-0.0992601726263872,0.011328501343183861,-0.0641902420778524
20240129,20240126,1,1,0,0,0.022874651109105804,0.02991494532199268,-0.043159847671125906,-0.06378865979381443,0.0068828513887337905,-0.0645577624869581
20240130,20240129,1,1,0,0,0.030585915374771844,0.0409676635059566,-0.022691629092334797,-0.057493540051679615,0.010073636730625779,-0.05169636385699328
20240131,20240130,1,1,0,0,0.03277860764553653,0.03853291658527058,-0.014946938368790796,-0.07216494845360821,0.005571677121442464,-0.04621081968683405
20240201,20240131,1,1,0,0,0.021643922564265283,0.035718721279714094,-0.033279871692061036,-0.025128865979381354,0.013776618648228878,-0.05376021238248141
20240202,20240201,1,1,0,0,0.04353761812325341,0.05912183365551171,0.006385169927909384,-0.06770186335403738,0.014934023710890143,-0.035602404312132685
20240205,20240202,1,1,0,0,0.05793100496490333,0.08259311597860108,0.0030440615003610727,-0.06778606965174117,0.02331164404668895,-0.05188140172370037
20240206,20240205,1,1,0,0,0.052637202940673644,0.07989918084436032,-0.006778783958602874,-0.07395498392282962,0.025898740636875583,-0.05644488598093489
20240207,20240206,1,1,0,0,0.04083438685208596,0.05590813680701312,-0.015554313017841714,-0.07504937458854499,0.014482371206543831,-0.054176438232859
20240208,20240207,1,1,0,0,0.05110998565037561,0.06467036352433775,-0.008975739857413956,-0.05660377358490565,0.01290100756256396,-0.05716407067583085
20240219,20240216,1,0,1,0,0.03540410007669492,0.022294505911961693,0.04796549394585048,-0.039999999999999925,-0.012661331130292441,0.012131875726805408
20240220,20240216,1,0,1,0,0.03540410007669492,0.022294505911961693,0.04796549394585048,-0.039999999999999925,-0.012661331130292441,0.012131875726805408
20240221,20240220,1,0,0,0,0.027531285551763318,0.013254926137576062,0.011905973338760534,0.02551724137931033,-0.013893844026871771,-0.015206653493389566
20240222,20240221,1,0,0,0,0.02547127005733607,0.005029753471238241,0.010052559065163003,0.046875,-0.019933777944802666,-0.015035731806812058
20240223,20240222,1,0,0,0,0.04555100022662195,0.02874386492262171,0.026137065239761226,0.0006920415224913601,-0.016074907202381583,-0.018568137740438084
20240226,20240223,1,0,0,0,0.04061225744318997,0.02446346898088403,0.020003061693116164,-0.04654346338124571,-0.015518545305226339,-0.019804875065291938
20240227,20240226,1,0,0,0,0.03811985802507123,0.030060640381303072,0.026380242881926863,-0.05092911218169305,-0.007763282420105377,-0.011308535379987772
20240228,20240227,1,0,0,0,0.03187656482178847,0.022071703842111434,0.023017902813299296,-0.07265250171350246,-0.009501970791797487,-0.008585001646993717
20240229,20240228,1,0,0,0,0.03131047688891608,0.023442276040442023,0.02331697941429356,-0.04513888888888895,-0.007629323103755747,-0.007750815737600059
20240301,20240229,1,1,1,0,0.05218687872763428,0.052833537184929336,0.05625259228535873,-0.10376734963648382,0.0006145851752847875,0.0038640603108841542
20240304,20240301,1,1,1,0,0.04834423548650868,0.05624822224329207,0.053469095374539366,-0.09393737508327782,0.007539495605768387,0.0048885277512424885
20240305,20240304,1,0,1,0,0.03631030646303213,0.03498752942821848,0.05807314438557687,-0.09472981987991991,-0.0012764294888935046,0.021000310222545338
20240306,20240305,1,0,1,0,0.029702568267180984,0.017738359201773912,0.061425445451703586,-0.018749999999999933,-0.011619092186533897,0.030807806217194367
20240307,20240306,1,0,1,0,0.031924369407668296,0.02619331602703534,0.05979243042288429,0.0092526690391459,-0.0055537533084160096,0.027005914233048323
20240308,20240307,1,0,1,0,0.03354748042561728,0.031158128660385698,0.07111065107131775,0.007857142857142785,-0.002311796807097477,0.03634392358078409
20240311,20240308,1,0,1,0,0.026890351581313254,0.014394972157397268,0.05444812643385166,0.04022988505747138,-0.01216817297452888,0.02683614157061842
20240312,20240311,1,0,1,0,0.020111731843575287,0.0007779430271135368,0.029346844587137433,0.022111269614836004,-0.018952618828842804,0.009053040422221326
20240313,20240312,1,0,0,0,0.03153818515709195,0.019111499058207526,0.009607804493496186,-0.048184357541899425,-0.012046753360848261,-0.021259882551275644
20240314,20240313,1,0,1,0,0.044304566062176365,0.027301365068253425,0.05703715122552788,-0.11545988258317019,-0.016281841089748283,0.012192405910244286
20240315,20240314,1,0,0,0,0.03285396233227034,0.013665112414015912,0.014563350575001355,-0.045298558682223766,-0.018578473451294597,-0.017708807270262583
20240318,20240315,1,0,0,0,0.015577378936674657,-0.0013578513728107477,-0.009929563686167042,-0.015950069348127593,-0.01667547019136706,-0.025115705757002726
20240319,20240318,1,0,0,0,0.02672619166783452,0.01604849385698026,-0.002033125061985497,-0.03750000000000009,-0.01039975204441701,-0.0280106974607347
20240320,20240319,1,0,0,0,0.03814719381592724,0.026326874473462603,0.016190667739340192,-0.0941492938802958,-0.011385976297847211,-0.021149723475994975
20240321,20240320,1,0,0,0,0.046801150419339965,0.04266817039073323,0.04122461351924822,-0.10515603799185891,-0.003948199738748159,-0.005327217015244856
20240322,20240321,1,0,1,0,0.028965517241379413,0.01780537357043399,0.04261933413557961,-0.09612724757952973,-0.010845984130610553,0.013269460118358278
20240325,20240322,1,0,0,0,0.0263069804076006,0.02197902834378862,0.025914252839061458,-0.0574300071787508,-0.004217015129423629,-0.00038266091533667446
20240326,20240325,1,0,0,0,0.027233739797229095,0.018806551368686142,0.021824509072831066,-0.051486584481508224,-0.008203769115105564,-0.0052658226797202
20240327,20240326,1,0,0,0,0.023435188290296338,0.013071297989031061,0.00573529411764695,-0.03843311160384333,-0.010126572175594872,-0.01729459214922835
20240328,20240327,1,0,1,0,0.0334018093469759,0.021963379052082566,0.036180308422301355,-0.07127272727272727,-0.011068715180711064,0.002688691901053808
20240329,20240328,1,0,1,0,0.029503227838135748,0.01141230068337129,0.032248564276248004,-0.043510324483775786,-0.01757248220848595,0.0026666613215746704
20240401,20240328,1,0,1,0,0.029503227838135748,0.01141230068337129,0.032248564276248004,-0.043510324483775786,-0.01757248220848595,0.0026666613215746704
20240402,20240401,1,0,0,0,0.018153456176269733,-0.0014811157738831016,0.011802418767302925,-0.033823529411764586,-0.019284491773854384,-0.006237799783952447
20240403,20240402,1,0,0,0,0.01276595744680864,-0.006553758839691781,-0.005882352941176339,-0.008843036109064228,-0.01907619045095643,-0.01841324765200214
20240408,20240405,1,0,0,0,0.007031720440550782,-0.011179705915366434,-0.01212794742945511,0.010630758327427436,-0.018084262875006862,-0.01902588317836118
20240409,20240408,1,0,0,0,0.013679355897756595,0.0035989248781378436,-0.006091959580331818,-0.05386740331491724,-0.009944398059375525,-0.019504506393521304
20240410,20240409,1,0,0,0,0.01572523861680497,0.011065639360753554,0.0057995028997515075,-0.05094207955338459,-0.004587460347442618,-0.0097720676219194
20240411,20240410,0,0,0,0,-0.005147258020821166,-0.011923545057025642,-0.019423161387926324,0.01687454145267786,-0.00681134679563089,-0.014349765311702734
20240412,20240411,1,1,0,0,0.003934337267670562,0.011629755820556475,-0.016625346361382576,0.0022123893805310324,0.007665260831529963,-0.020479111895912228
20240415,20240412,0,1,0,0,-0.007961938052238104,-0.0019811449651592206,-0.016532198188387914,0.0632638389647735,0.006028793971207369,-0.008639043666654134
20240416,20240415,0,1,0,1,-0.010552537120216532,-0.00659107669616521,-0.032755298651252374,0.10007047216349552,0.004003709719484716,-0.022439555776326725
20240417,20240416,0,1,0,0,-0.018192099208361068,-0.014583523818231692,-0.030757763975155283,0.08802308802308811,0.0036754393473710234,-0.012798496280853278
20240418,20240417,0,1,0,1,-0.029396366174788247,-0.02902615317965207,-0.04502721425037104,0.10838901262063838,0.00038142551937192515,-0.016104254642011373
20240419,20240418,0,0,0,1,-0.040270519520442694,-0.04587962232688092,-0.0643377001455604,0.13495072024260812,-0.0058444623412375885,-0.025077046307978135
20240422,20240419,0,0,0,1,-0.05178092684795099,-0.07002040953641198,-0.07117437722419939,0.1828615149196633,-0.019235515509965162,-0.020452499770734378
20240423,20240422,0,0,0,0,-0.04123098175399553,-0.0617411174335768,-0.047642268493685025,0.08682406702208678,-0.02139215524204463,-0.006686998242202646
20240424,20240423,0,0,0,0,-0.027165861823498894,-0.04427106754204513,-0.033910674321300016,0.048165137614679,-0.017582859243209348,-0.006933157701932258
20240425,20240424,0,0,0,0,-0.025828337927179312,-0.0379184336371019,-0.03650631183896269,0.043043812451960095,-0.012410641964474167,-0.010961080400412215
20240426,20240425,0,0,0,0,-0.037616835827742334,-0.045815255266056676,-0.06277427971761118,0.08692247454972613,-0.00851887246527816,-0.026140777214766375
20240429,20240426,0,0,0,0,-0.028313610033074088,-0.029301141866174163,-0.05677603423680455,0.03546646106399365,-0.0010163071576353433,-0.029291780246813337
20240430,20240429,0,0,0,0,-0.0231729738011337,-0.027418811102370988,-0.04013056835637474,0.004566210045662045,-0.0043465600227701184,-0.01735987447156151
20240506,20240503,0,1,1,0,-0.013772351137086858,-0.011328807864326773,-0.01247248716067495,-0.10308555399719499,0.0024776665667174402,0.0013180161577408533
20240507,20240506,0,1,0,0,-0.004144818013571805,-0.0007943713118475637,-0.005156394415527621,-0.09416058394160576,0.003364391492185703,-0.0010157866527721326
20240508,20240507,0,0,0,0,-0.004197797119310009,-0.004319019514732236,-0.006832057369900113,-0.08749999999999991,-0.000121733407569935,-0.002645364955981888
20240509,20240508,1,0,1,0,0.005971368552089018,0.0038551908205397556,0.014184044194495593,-0.11399711399711399,-0.002103616263547603,0.008163925832429086
20240510,20240509,1,0,1,0,0.004189189189189202,-0.009767159889530141,0.017647931187898758,-0.10007358351729212,-0.013898127194525878,0.013402595988487365
20240513,20240510,1,0,1,0,0.019555642556523534,0.00864763730120699,0.028285268508732253,-0.18458417849898567,-0.010698783666151623,0.008562186885964662
20240514,20240513,1,0,1,0,0.03262959659034581,0.027884749222846006,0.045765655327408394,-0.21909032671364514,-0.004594917076914062,0.012720978345416967
20240515,20240514,1,0,1,0,0.03926280459952736,0.03440037114358607,0.06049420691069418,-0.2049071618037135,-0.004678733265947033,0.020429291048618126
20240516,20240515,1,1,1,0,0.05839576465887508,0.0635449934247605,0.08518134715025916,-0.22839919624916283,0.004865126012238985,0.025307718894752806
20240517,20240516,1,1,1,0,0.0583960602178093,0.06747596891901475,0.07825140012445542,-0.2311289245156981,0.00857893282344313,0.018759839206657913
20240520,20240517,1,1,1,0,0.06925034332337021,0.08949716628481852,0.07735321528424999,-0.2652005174644244,0.018935530942658874,0.007578086845120735
20240521,20240520,1,1,1,0,0.060713999839910215,0.08617066997755596,0.06779313876088056,-0.20252277505255778,0.02399956080667165,0.0066739374817705865
20240522,20240521,1,1,0,0,0.05084544645505784,0.07229397510998203,0.049201792818653445,-0.1838074398249454,0.02041073568646934,-0.001564125002348593
20240523,20240522,1,1,0,0,0.048317207811479745,0.06846263862512014,0.04502225819506278,-0.15770081061164332,0.01921692276300324,-0.003143084547181707
20240524,20240523,1,1,0,0,0.04462849311803607,0.068818470962422,0.034151058631921805,-0.16498559077809805,0.02315653651393612,-0.01002981878738618
20240527,20240524,1,1,0,0,0.04167158540904281,0.06252900232018566,0.0356926799758015,-0.16232315711094558,0.02002302568611647,-0.00573972211298579
20240528,20240524,1,1,0,0,0.04167158540904281,0.06252900232018566,0.0356926799758015,-0.16232315711094558,0.02002302568611647,-0.00573972211298579
20240529,20240528,1,1,0,0,0.03872093479198524,0.062229924898902444,0.026005201040208092,-0.12954545454545452,0.0226326333854292,-0.01224172280144098
20240530,20240529,1,1,0,0,0.048049723096537766,0.07501354247627123,0.031801939765186304,-0.12343864805290228,0.025727614621248174,-0.015502874504223163
20240531,20240530,1,1,0,0,0.04448885779954037,0.07124217118997911,0.039427436197850385,-0.13148283418553686,0.025613785336878525,-0.004845835897524853
20240603,20240531,1,1,0,0,0.04423499594083524,0.05577418599203554,0.029261704681872835,-0.12915407854984895,0.011050376683462648,-0.014339005412734473
20240604,20240603,1,1,0,0,0.03229087210780568,0.040529989896206375,0.013422486379395693,-0.10398749022673948,0.007981391690093709,-0.018278167751191177
20240605,20240604,1,1,0,0,0.02288170044718041,0.03207268597387847,-0.01241993056574242,-0.07171635777598717,0.008985384646807093,-0.0345119391592299
20240606,20240605,1,1,0,0,0.03389797733689126,0.05271166424418605,0.00043908864711905693,-0.08863819500402903,0.01819685048205133,-0.032361886204628654
20240607,20240606,1,1,0,0,0.033778688683075764,0.052970049538699326,-0.0009323780547649818,-0.08387622149837126,0.018564283696031136,-0.03357688363846889
20240611,20240610,1,1,0,0,0.028454035788341825,0.05150884495317376,-0.01184474572952876,-0.07960199004975133,0.02241695628833784,-0.039183843045528244
20240612,20240611,1,1,0,0,0.030792267378242144,0.05628780355691965,-0.020025398065839695,-0.08859721082854799,0.024733922620048254,-0.04929961841228536
20240613,20240612,1,1,0,0,0.034511752340913526,0.06328347498486298,-0.015179348351542221,-0.09174311926605505,0.02781188573145177,-0.04803338442508143
20240614,20240613,1,1,0,0,0.02391558760240109,0.052594391697946774,-0.035809778456837305,-0.05729166666666663,0.0280089535141268,-0.05833036119617163
20240617,20240614,1,1,0,0,0.02665077833891294,0.060201778839771514,-0.04424565959697979,-0.026064291920069427,0.032680051687237865,-0.06905604070217619
20240618,20240617,1,1,0,0,0.03333648125413169,0.07371170533026383,-0.03690888119953872,-0.014964788732394374,0.039072678463001775,-0.0679791759296211
20240619,20240618,1,1,0,0,0.034769648719013,0.06660658152161947,-0.037354943895655524,-0.02196836555360282,0.030767169139546136,-0.06970110952128794
20240620,20240618,1,1,0,0,0.034769648719013,0.06660658152161947,-0.037354943895655524,-0.02196836555360282,0.030767169139546136,-0.06970110952128794
20240621,20240620,1,1,0,0,0.029433905450165554,0.05631856077226849,-0.040510703657482994,0.03217158176943702,0.02611596060686039,-0.06794473033901305
20240624,20240621,1,1,0,0,0.027707000358605516,0.053696429746988183,-0.030157808113079776,-0.012248468941382429,0.025288753875680525,-0.05630477213008578
20240625,20240624,1,1,0,0,0.03190356681116424,0.04474716748225527,-0.00969535902357399,-0.03364969801553064,0.01244651252711626,-0.04031280361137746
20240626,20240625,1,1,0,0,0.029068449682683628,0.04679550169232449,-0.023753894080996818,-0.022222222222222254,0.01722630988745899,-0.05133025289033821
20240627,20240626,1,1,0,0,0.029633264755289712,0.04500957187608767,-0.025004874244492048,-0.053089643167972045,0.014933770738703167,-0.05306563110387419
20240628,20240627,1,1,0,0,0.038528796806690746,0.05514415914468507,-0.00034631177954780323,-0.09388097233864201,0.015998942339474853,-0.037432865324267595
20240701,20240628,1,1,0,0,0.04135014638066625,0.0610342154800132,-0.005684881156579391,-0.08158116063919263,0.018902450023905448,-0.045167350963286945
20240702,20240701,1,1,0,0,0.034074748279196765,0.0692463002817778,-0.022257860718277733,-0.0901994796183867,0.03401258183812117,-0.05447634137785273
20240703,20240702,1,1,0,0,0.04018567639257298,0.07470262397104599,-0.013342456380431189,-0.09511343804537531,0.0331834482649096,-0.05146017099431999
20240704,20240703,1,1,0,0,0.04366093226594003,0.08070515218874497,-0.0006931722533048967,-0.09548611111111105,0.03549449708956387,-0.042498577026300666
20240705,20240703,1,1,0,0,0.04366093226594003,0.08070515218874497,-0.0006931722533048967,-0.09548611111111105,0.03549449708956387,-0.042498577026300666
20240708,20240705,1,1,0,0,0.03735014120859592,0.07039458071753724,-0.020433043987125754,-0.07515473032714404,0.03185466333521858,-0.055702682151659744
20240709,20240708,1,1,0,0,0.038566565667901065,0.07331074519282632,-0.0064345007122157405,-0.08711111111111114,0.03345397461604338,-0.04332997794048643
20240710,20240709,1,1,0,0,0.04084193179903006,0.07519008121651982,0.0009940357852884496,-0.07457322551662171,0.03300035131955248,-0.03828429158774116
20240711,20240710,1,1,0,0,0.04790352089011707,0.0820299894585117,0.007330724652038434,-0.0738738738738739,0.03256642227846207,-0.03871806462069627
20240712,20240711,1,1,1,0,0.03637210168544547,0.051087560360668416,0.05003987240829355,-0.06930693069306926,0.014199010810201473,0.013188092096092063
20240715,20240712,1,1,1,0,0.034413329392640746,0.043593799430559965,0.046239937168662815,-0.06703397612488526,0.008875050018264607,0.011433154852099614
20240716,20240715,1,1,1,0,0.03517374873260204,0.04075767746266146,0.0755174804397345,-0.05064456721915278,0.005394194681710207,0.03897290841902312
20240717,20240716,1,0,1,0,0.04067946497660202,0.035789561551785365,0.1301766215468223,-0.07136485280999116,-0.0046987603670325395,0.0859987725156397
20240718,20240717,1,0,1,0,0.017985743008590793,-0.0067826660619305645,0.10903193612774453,-0.03932082216264521,-0.024330801527062462,0.08943759158165876
20240719,20240718,1,0,1,0,0.007602691024448882,-0.011788710043074024,0.08567870485678708,-0.0062893081761006275,-0.01924508662021085,0.07748690483642573
20240722,20240719,1,0,1,0,0.0036380255941499406,-0.012939539327476268,0.0847423711855928,-0.0017316017316018062,-0.016517473928722826,0.08081035545004323
20240723,20240722,1,0,1,0,0.018622247525297952,0.004456662085051466,0.09952582979785385,-0.03277236492471203,-0.013906613049794792,0.07942451921613514
20240724,20240723,1,0,1,0,0.020341231528908876,0.014051818718879394,0.10640095417950501,-0.03303571428571417,-0.00616402887160139,0.08434406058612542
20240725,20240724,0,0,1,1,-0.006607565662683834,-0.033376444574241715,0.0862086158755484,3.4718181818181817,-0.026946932537708745,0.09343354985399022
